token,token_type,token_id
XPNPEP2,gene,11127
ZNF25,gene,11128
COL5A2,gene,11129
COQ7,gene,11130
FNBP1,gene,11131
MAPK8IP3,gene,11132
ACOT8,gene,11133
OR10R2,gene,11134
CORO1A,gene,11135
PTPRS,gene,11136
ZFYVE1,gene,11137
BCLAF3,gene,11138
CHPF2,gene,11139
VPS36,gene,11140
GDPGP1,gene,11141
LGALS8,gene,11142
PKD1,gene,11143
ANKFN1,gene,11144
LHFPL7,gene,11145
CAPN15,gene,11146
GPR89A,gene,11147
ZNF512,gene,11148
SRRM3,gene,11149
HNRNPD,gene,11150
PRAMEF25,gene,11151
PDLIM3,gene,11152
SLFN13,gene,11153
CPN1,gene,11154
LSAMP,gene,11155
SMC4,gene,11156
TRAF2,gene,11157
TSEN54,gene,11158
GEMIN6,gene,11159
SEMA6A,gene,11160
ARPC1A,gene,11161
NPSR1,gene,11162
TUBGCP3,gene,11163
OCEL1,gene,11164
NFXL1,gene,11165
SAMD11,gene,11166
ZC3H13,gene,11167
GINS3,gene,11168
RABEPK,gene,11169
METTL27,gene,11170
SPRY1,gene,11171
EIF4EBP3,gene,11172
XPO1,gene,11173
SMPD2,gene,11174
ZBP1,gene,11175
CTNNA2,gene,11176
CCT8,gene,11177
WWC3,gene,11178
CEP131,gene,11179
TBC1D3I,gene,11180
NRSN1,gene,11181
CREG2,gene,11182
EPM2AIP1,gene,11183
TMEM139,gene,11184
ERAL1,gene,11185
RUNX1,gene,11186
LURAP1L,gene,11187
MCAM,gene,11188
MAGEA2B,gene,11189
TMEM178B,gene,11190
ZCCHC8,gene,11191
ADAMTS10,gene,11192
SLC9A3,gene,11193
PNRC2,gene,11194
ERFL,gene,11195
ATAD1,gene,11196
ZNF808,gene,11197
ACTR5,gene,11198
ZMYM5,gene,11199
ZNF512B,gene,11200
KCNJ14,gene,11201
AADAC,gene,11202
TAS2R13,gene,11203
PAPSS2,gene,11204
ZP3,gene,11205
DUSP13B,gene,11206
CPTP,gene,11207
GMPS,gene,11208
HJURP,gene,11209
ZFP36,gene,11210
PPP1R3C,gene,11211
YJU2B,gene,11212
TFPI,gene,11213
TMEM214,gene,11214
ANKRD55,gene,11215
FBXO43,gene,11216
SUCO,gene,11217
C8orf33,gene,11218
FUT7,gene,11219
KRTAP4-8,gene,11220
KRTAP9-6,gene,11221
IFT46,gene,11222
ANKRD7,gene,11223
ADAMTSL3,gene,11224
SIRPA,gene,11225
EPS8,gene,11226
COX6B1,gene,11227
USP12,gene,11228
CAMK2N2,gene,11229
MTHFD1L,gene,11230
RPS6KA1,gene,11231
IQCD,gene,11232
TAF1B,gene,11233
CT47A12,gene,11234
CYC1,gene,11235
FPGT,gene,11236
PTGES2,gene,11237
LRFN5,gene,11238
KRTAP10-7,gene,11239
STK17A,gene,11240
PGC,gene,11241
ANPEP,gene,11242
RUNDC3B,gene,11243
MTMR2,gene,11244
ALKBH6,gene,11245
ABCA2,gene,11246
LCORL,gene,11247
SPRR5,gene,11248
DST,gene,11249
STAG3,gene,11250
TRIM44,gene,11251
HIGD1C,gene,11252
PYM1,gene,11253
LRIT2,gene,11254
ZNF264,gene,11255
ARMH1,gene,11256
SLC26A1,gene,11257
SPRYD3,gene,11258
CIMIP2A,gene,11259
PRG3,gene,11260
ZNF397,gene,11261
SLC24A3,gene,11262
PPP1R1C,gene,11263
NPHP3-ACAD11,gene,11264
CPQ,gene,11265
SLC35G3,gene,11266
ZNF565,gene,11267
TMCC3,gene,11268
GPR152,gene,11269
PCDH12,gene,11270
CDH5,gene,11271
OCM,gene,11272
RBM42,gene,11273
KMO,gene,11274
NT5DC1,gene,11275
OBI1,gene,11276
ORC3,gene,11277
BIRC6,gene,11278
SOX10,gene,11279
GP6,gene,11280
RPP30,gene,11281
STK40,gene,11282
TRIML2,gene,11283
ALDH3B1,gene,11284
PLSCR4,gene,11285
RPL37A,gene,11286
CDYL,gene,11287
THAP2,gene,11288
IMPA1,gene,11289
PYDC2,gene,11290
TAS2R20,gene,11291
PPP1R37,gene,11292
EMILIN1,gene,11293
CBR4,gene,11294
TSPAN3,gene,11295
NBPF26,gene,11296
NLGN4Y,gene,11297
MB,gene,11298
TRIM15,gene,11299
OGA,gene,11300
OR4N4,gene,11301
RFPL4B,gene,11302
GTSF1L,gene,11303
IL17A,gene,11304
AQP3,gene,11305
LURAP1,gene,11306
ARHGEF12,gene,11307
ERVV-2,gene,11308
STARD8,gene,11309
CACNA1F,gene,11310
TEX55,gene,11311
CAPN9,gene,11312
CHIT1,gene,11313
AADACL4,gene,11314
SGO1,gene,11315
SPMIP2,gene,11316
LOXL2,gene,11317
PALB2,gene,11318
CDADC1,gene,11319
C1QTNF9B,gene,11320
PEX12,gene,11321
ZNF780B,gene,11322
DHFR2,gene,11323
FOXO3B,gene,11324
MCM6,gene,11325
GRAMD1C,gene,11326
FAM83E,gene,11327
RIBC2,gene,11328
CALHM6,gene,11329
PTPN1,gene,11330
CTXN3,gene,11331
CTAG1A,gene,11332
TMED2,gene,11333
FOXA2,gene,11334
TEK,gene,11335
EPG5,gene,11336
CRABP2,gene,11337
RPS6KA4,gene,11338
MYOF,gene,11339
OR10A7,gene,11340
SLC16A7,gene,11341
FAM168B,gene,11342
NOX1,gene,11343
COPS7A,gene,11344
PAIP2,gene,11345
MSI1,gene,11346
TIPIN,gene,11347
FOCAD,gene,11348
CHI3L2,gene,11349
GXYLT1,gene,11350
IFT57,gene,11351
VAPA,gene,11352
SLC38A1,gene,11353
APOBEC2,gene,11354
H2BC11,gene,11355
OR7D2,gene,11356
RANBP10,gene,11357
NPIPB13,gene,11358
PPIAL4H,gene,11359
INSL4,gene,11360
LYZ,gene,11361
TMEM126B,gene,11362
ESPN,gene,11363
ZNF597,gene,11364
DNAH7,gene,11365
FAM186B,gene,11366
CORO1B,gene,11367
SF3B5,gene,11368
CARD14,gene,11369
TSHZ1,gene,11370
GJA3,gene,11371
DPEP2,gene,11372
FKBP10,gene,11373
FOXG1,gene,11374
GNAI1,gene,11375
KRTAP19-8,gene,11376
C4orf17,gene,11377
TUSC3,gene,11378
PHGR1,gene,11379
DNAJB8,gene,11380
GDPD1,gene,11381
ARHGAP30,gene,11382
ABCB1,gene,11383
ACCSL,gene,11384
HOXC10,gene,11385
KCNRG,gene,11386
MTIF3,gene,11387
AAR2,gene,11388
GOLGA6L22,gene,11389
AP1M1,gene,11390
LIN28A,gene,11391
ISG20L2,gene,11392
RNF115,gene,11393
TXNDC11,gene,11394
MRPS16,gene,11395
ZNF705D,gene,11396
CFAP69,gene,11397
CHMP4C,gene,11398
TRIM41,gene,11399
CXorf51B,gene,11400
CPSF6,gene,11401
HMCN2,gene,11402
LRFN4,gene,11403
UBAC1,gene,11404
PIP4P1,gene,11405
FAM219B,gene,11406
C10orf105,gene,11407
PGAM4,gene,11408
MARCHF10,gene,11409
RMI2,gene,11410
TRAF5,gene,11411
MANBAL,gene,11412
SEPSECS,gene,11413
ASB14,gene,11414
SEC13,gene,11415
ADD2,gene,11416
ATP5MF,gene,11417
CD300LG,gene,11418
ZHX2,gene,11419
DDX24,gene,11420
CRX,gene,11421
RNGTT,gene,11422
SRD5A1,gene,11423
GRIK4,gene,11424
BBLN,gene,11425
LPCAT2,gene,11426
GLIPR1L2,gene,11427
SNX15,gene,11428
MFAP1,gene,11429
THOC6,gene,11430
TXNRD3,gene,11431
CCDC81,gene,11432
TSFM,gene,11433
MXD4,gene,11434
SERPINE3,gene,11435
ACADM,gene,11436
MPC1,gene,11437
PLCB2,gene,11438
PWWP2B,gene,11439
DDAH2,gene,11440
TMEM19,gene,11441
EPHB3,gene,11442
MMP3,gene,11443
C3orf22,gene,11444
ADIRF,gene,11445
TNKS2,gene,11446
SP1,gene,11447
DSG4,gene,11448
SLC47A1,gene,11449
BOLL,gene,11450
TBL1XR1,gene,11451
NFX1,gene,11452
SEC22B,gene,11453
MACF1,gene,11454
SLU7,gene,11455
TM7SF3,gene,11456
ICAM3,gene,11457
FMO5,gene,11458
OR8U1,gene,11459
MYOZ2,gene,11460
ANKRD46,gene,11461
WASF2,gene,11462
RHOQ,gene,11463
AGBL5,gene,11464
ZC3H10,gene,11465
SLITRK3,gene,11466
GINS4,gene,11467
HMOX2,gene,11468
DDX59,gene,11469
SYTL1,gene,11470
MAP3K10,gene,11471
TSBP1,gene,11472
CLDN12,gene,11473
CITED4,gene,11474
BTNL8,gene,11475
DEFA1B,gene,11476
PKNOX2,gene,11477
CDHR2,gene,11478
LRIG1,gene,11479
CT47A2,gene,11480
CACNG4,gene,11481
CYP2C8,gene,11482
ARHGAP40,gene,11483
ACSL4,gene,11484
EPHX3,gene,11485
CNOT7,gene,11486
SLC25A33,gene,11487
ACP5,gene,11488
FOXP1,gene,11489
MAP1B,gene,11490
ANP32E,gene,11491
CCT2,gene,11492
ATP5F1B,gene,11493
DDX28,gene,11494
TOR1B,gene,11495
GPR132,gene,11496
PPP1R13L,gene,11497
APBB1,gene,11498
DPEP1,gene,11499
PCDHB14,gene,11500
FAM47A,gene,11501
RFX7,gene,11502
PRKD1,gene,11503
AGPAT4,gene,11504
CDKN2D,gene,11505
MED30,gene,11506
OR5K4,gene,11507
TCEAL6,gene,11508
ZNF701,gene,11509
SERTAD1,gene,11510
PCBP2,gene,11511
MTERF1,gene,11512
POPDC2,gene,11513
ANO10,gene,11514
OGN,gene,11515
SLC24A2,gene,11516
KRTAP5-9,gene,11517
HCRTR1,gene,11518
PDSS2,gene,11519
SLC5A12,gene,11520
RP1,gene,11521
SVOP,gene,11522
TMEM204,gene,11523
NPIPA1,gene,11524
FCGR3A,gene,11525
EPB41L4A,gene,11526
UBL4A,gene,11527
SF3A2,gene,11528
METTL6,gene,11529
ZNF722,gene,11530
PRELID1,gene,11531
SEC62,gene,11532
CD7,gene,11533
HOXB3,gene,11534
CYLC2,gene,11535
MAP4K5,gene,11536
RTCB,gene,11537
IGSF10,gene,11538
UBTD2,gene,11539
DRD1,gene,11540
FBXO40,gene,11541
CNPY2,gene,11542
KRT84,gene,11543
MACO1,gene,11544
ZNF319,gene,11545
WDR76,gene,11546
OR6C74,gene,11547
ANKLE1,gene,11548
MYLIP,gene,11549
TRIM73,gene,11550
SETX,gene,11551
ZNF695,gene,11552
PRAP1,gene,11553
C6orf226,gene,11554
THBS2,gene,11555
GPT2,gene,11556
HOXA7,gene,11557
SLC25A35,gene,11558
SERINC3,gene,11559
POP7,gene,11560
SLC16A12,gene,11561
GOLGA8F,gene,11562
BAIAP2,gene,11563
ERICH4,gene,11564
MS4A8,gene,11565
FCHO2,gene,11566
PCGF1,gene,11567
DGKH,gene,11568
CFLAR,gene,11569
CDKN3,gene,11570
OLFM4,gene,11571
FERMT1,gene,11572
ZNF549,gene,11573
PSMB8,gene,11574
DES,gene,11575
NRXN3,gene,11576
LTBP1,gene,11577
GKN2,gene,11578
INAFM1,gene,11579
IBA57,gene,11580
CDNF,gene,11581
MT1H,gene,11582
CLSPN,gene,11583
ECE1,gene,11584
SLC6A18,gene,11585
DNAJC30,gene,11586
AARD,gene,11587
TMEM86A,gene,11588
CEP55,gene,11589
ARK2N,gene,11590
CDK5RAP3,gene,11591
NPAS1,gene,11592
TMEM217B,gene,11593
PRSS12,gene,11594
CT45A10,gene,11595
MYF5,gene,11596
UTP20,gene,11597
MATCAP1,gene,11598
HTR2C,gene,11599
ENKUR,gene,11600
TPRKB,gene,11601
NUP214,gene,11602
PTPN5,gene,11603
SULT1E1,gene,11604
ATOH1,gene,11605
SMO,gene,11606
B3GNT6,gene,11607
ZC3H4,gene,11608
TECPR1,gene,11609
RXFP1,gene,11610
TBC1D12,gene,11611
RNF24,gene,11612
EPHB6,gene,11613
POLR2C,gene,11614
CDK5R1,gene,11615
IFIT5,gene,11616
SLC2A1,gene,11617
OR11H2,gene,11618
TMEM69,gene,11619
CCDC157,gene,11620
YARS1,gene,11621
FAM131B,gene,11622
WIF1,gene,11623
PRMT8,gene,11624
HMGN5,gene,11625
KRT9,gene,11626
CCDC71L,gene,11627
MMRN1,gene,11628
SPACA3,gene,11629
FBN3,gene,11630
WASHC2A,gene,11631
ZNF664,gene,11632
LRRC20,gene,11633
ZNF763,gene,11634
RNF14,gene,11635
UBQLN2,gene,11636
FGF23,gene,11637
C17orf49,gene,11638
TUT4,gene,11639
CER1,gene,11640
ATR,gene,11641
AKAP11,gene,11642
SND1,gene,11643
EEF1AKMT1,gene,11644
ATF7IP2,gene,11645
NEURL4,gene,11646
DDAH1,gene,11647
NT5C,gene,11648
ZNF596,gene,11649
RPH3AL,gene,11650
OR2T4,gene,11651
SRMS,gene,11652
STAP2,gene,11653
TRIM2,gene,11654
RILPL2,gene,11655
YEATS4,gene,11656
PEX16,gene,11657
CRISP2,gene,11658
LPCAT1,gene,11659
CDY2B,gene,11660
SIRT4,gene,11661
RPL17,gene,11662
BMPR1A,gene,11663
C22orf39,gene,11664
PREP,gene,11665
GAGE2E,gene,11666
RNF175,gene,11667
ZNRF1,gene,11668
COMP,gene,11669
ARAP3,gene,11670
NUMBL,gene,11671
UTP11,gene,11672
EXTL3,gene,11673
CENPH,gene,11674
NOMO1,gene,11675
RPS26,gene,11676
PDPN,gene,11677
GID4,gene,11678
RPLP0,gene,11679
MNT,gene,11680
RBBP6,gene,11681
FZD8,gene,11682
KIAA0408,gene,11683
SMCO2,gene,11684
MAML1,gene,11685
AKR1D1,gene,11686
ASB11,gene,11687
GPKOW,gene,11688
NAA15,gene,11689
LRP8,gene,11690
NBPF3,gene,11691
AGMAT,gene,11692
SAAL1,gene,11693
ABTB1,gene,11694
SLC8A1,gene,11695
PBX3,gene,11696
OR1J4,gene,11697
MACROH2A2,gene,11698
CLEC4A,gene,11699
COG7,gene,11700
NID1,gene,11701
ID4,gene,11702
BMPR1B,gene,11703
CCL24,gene,11704
TMEM125,gene,11705
SMIM20,gene,11706
A3GALT2,gene,11707
DPYD,gene,11708
DENND4C,gene,11709
OR51A7,gene,11710
WASHC1,gene,11711
OR8K1,gene,11712
TRIM49D1,gene,11713
TGM7,gene,11714
CMIP,gene,11715
MCC,gene,11716
ALG3,gene,11717
SMARCE1,gene,11718
CCDC39,gene,11719
NYAP1,gene,11720
CREBRF,gene,11721
EPAS1,gene,11722
ELAVL2,gene,11723
SLC30A2,gene,11724
SPIN4,gene,11725
FAM240B,gene,11726
RBFOX3,gene,11727
NMD3,gene,11728
ATG9A,gene,11729
DLG3,gene,11730
ZNF32,gene,11731
MAPRE2,gene,11732
EDN3,gene,11733
SEMA6C,gene,11734
SHISA3,gene,11735
TET3,gene,11736
TMEM43,gene,11737
SCT,gene,11738
ENTREP1,gene,11739
ADCY9,gene,11740
SAXO4,gene,11741
NSD2,gene,11742
KRTAP22-2,gene,11743
SYNGR3,gene,11744
ZNF441,gene,11745
KRTAP10-5,gene,11746
EDIL3,gene,11747
CSNK2A2,gene,11748
BAIAP2L1,gene,11749
SIDT2,gene,11750
DCUN1D1,gene,11751
NKAIN1,gene,11752
SLC16A9,gene,11753
RAD18,gene,11754
SMARCD1,gene,11755
NUMB,gene,11756
ACAA1,gene,11757
IL16,gene,11758
CENATAC,gene,11759
ALOX12B,gene,11760
CNTF,gene,11761
BCL2L14,gene,11762
N4BP2L1,gene,11763
ZNF583,gene,11764
VSX2,gene,11765
PAH,gene,11766
ABCB4,gene,11767
RNF146,gene,11768
SETD9,gene,11769
TRIB2,gene,11770
AFF4,gene,11771
ARL14EPL,gene,11772
EDC4,gene,11773
DDX5,gene,11774
MINDY4B,gene,11775
APCDD1,gene,11776
FRAT1,gene,11777
POC1A,gene,11778
PRPF3,gene,11779
OTUB1,gene,11780
GUCY1A2,gene,11781
SUCLA2,gene,11782
APLP1,gene,11783
ZNF805,gene,11784
CALN1,gene,11785
ZNF114,gene,11786
FRG2C,gene,11787
LHFPL1,gene,11788
RYR3,gene,11789
MYO5A,gene,11790
KDELR3,gene,11791
RPSA,gene,11792
MYH9,gene,11793
NAXD,gene,11794
KPNA2,gene,11795
GATA5,gene,11796
CLASRP,gene,11797
TP53AIP1,gene,11798
CCDC186,gene,11799
MYCBP,gene,11800
MOGAT2,gene,11801
FAM24B,gene,11802
ID3,gene,11803
MYD88,gene,11804
HLA-G,gene,11805
RASSF7,gene,11806
TMEM186,gene,11807
NKX3-2,gene,11808
IFNA8,gene,11809
HNRNPH3,gene,11810
ZC4H2,gene,11811
SEPHS2,gene,11812
C9orf85,gene,11813
SLC7A9,gene,11814
COPS7B,gene,11815
KHDRBS2,gene,11816
OR6N1,gene,11817
MUC15,gene,11818
CELA3A,gene,11819
ZNF500,gene,11820
TSLP,gene,11821
MMP23B,gene,11822
TRIM64C,gene,11823
ARHGAP39,gene,11824
RPS9,gene,11825
AGAP1,gene,11826
CFAP126,gene,11827
VPS4B,gene,11828
MBD3L2,gene,11829
CDHR1,gene,11830
TSPO,gene,11831
GLOD4,gene,11832
PIGS,gene,11833
BAZ1B,gene,11834
CFHR4,gene,11835
PIGF,gene,11836
H3C13,gene,11837
MANSC4,gene,11838
SPCS1,gene,11839
ERAS,gene,11840
RPS6KA5,gene,11841
NLRC3,gene,11842
RRBP1,gene,11843
NFYB,gene,11844
CFHR5,gene,11845
RIMBP2,gene,11846
CD19,gene,11847
ARHGAP8,gene,11848
CBLN1,gene,11849
STK19,gene,11850
PDE11A,gene,11851
ERBIN,gene,11852
GABBR2,gene,11853
RNF212B,gene,11854
TIMM13,gene,11855
STX6,gene,11856
AUTS2,gene,11857
TRPM8,gene,11858
COX17,gene,11859
FAM78B,gene,11860
GPR87,gene,11861
MYMX,gene,11862
ITGA4,gene,11863
UEVLD,gene,11864
CDH22,gene,11865
C9orf131,gene,11866
NOP56,gene,11867
LCN6,gene,11868
P2RY14,gene,11869
LAMP5,gene,11870
C19orf81,gene,11871
TM4SF4,gene,11872
ARHGAP19,gene,11873
USP16,gene,11874
POU6F1,gene,11875
BICRA,gene,11876
INPP5D,gene,11877
RBP2,gene,11878
POLR2I,gene,11879
NMBR,gene,11880
MEIG1,gene,11881
SLAIN2,gene,11882
FLOT1,gene,11883
C1QBP,gene,11884
H2BC8,gene,11885
GBA2,gene,11886
TUBB8B,gene,11887
FCAR,gene,11888
KLHDC10,gene,11889
ROPN1L,gene,11890
SDHAF4,gene,11891
PPP6R1,gene,11892
PBK,gene,11893
KISS1R,gene,11894
MCF2,gene,11895
IPMK,gene,11896
TLX2,gene,11897
MRGPRX2,gene,11898
ADH4,gene,11899
ANXA3,gene,11900
ATG4D,gene,11901
SYT8,gene,11902
PRMT3,gene,11903
RNPEP,gene,11904
UBALD1,gene,11905
SYT14,gene,11906
PSMB7,gene,11907
CCL4,gene,11908
EIF3D,gene,11909
WDR44,gene,11910
RCN2,gene,11911
PLS1,gene,11912
MAP3K5,gene,11913
GIP,gene,11914
FNDC3B,gene,11915
C17orf67,gene,11916
RSPH10B2,gene,11917
MAP4K2,gene,11918
PDCD6IP,gene,11919
UBN2,gene,11920
KNG1,gene,11921
SELP,gene,11922
IGF1R,gene,11923
NADK,gene,11924
TRPV2,gene,11925
CFAP91,gene,11926
SEC61G,gene,11927
ASIC5,gene,11928
DDI2,gene,11929
TYROBP,gene,11930
PLB1,gene,11931
SPAG11B,gene,11932
PTPN14,gene,11933
ZBTB11,gene,11934
ACOT2,gene,11935
SNX22,gene,11936
ZSCAN26,gene,11937
DEFB104A,gene,11938
FAM217A,gene,11939
SSX7,gene,11940
PTPRCAP,gene,11941
OR6Y1,gene,11942
STRBP,gene,11943
TBRG1,gene,11944
GTF2H1,gene,11945
LMNTD1,gene,11946
ZSCAN10,gene,11947
MTUS2,gene,11948
UTS2R,gene,11949
NR1H4,gene,11950
PTPN21,gene,11951
ZNF671,gene,11952
TFDP3,gene,11953
TMEM144,gene,11954
DEFB112,gene,11955
RND2,gene,11956
FPR1,gene,11957
ZNF865,gene,11958
AGTRAP,gene,11959
RNF130,gene,11960
YWHAH,gene,11961
DSCAML1,gene,11962
WAS,gene,11963
ADAM17,gene,11964
DLC1,gene,11965
ASF1B,gene,11966
PRSS48,gene,11967
EML6,gene,11968
GIMD1,gene,11969
EIF2S3B,gene,11970
MCM4,gene,11971
ZNF732,gene,11972
RPS2,gene,11973
TFAP4,gene,11974
CTDNEP1,gene,11975
MON1B,gene,11976
TNFSF12,gene,11977
DEFB109B,gene,11978
MBOAT7,gene,11979
CXCR4,gene,11980
FAM227A,gene,11981
XKR5,gene,11982
LUZP2,gene,11983
ANKRD30A,gene,11984
NKX2-1,gene,11985
ZNF782,gene,11986
KAZALD1,gene,11987
RNF167,gene,11988
BEGAIN,gene,11989
NOTCH2NLR,gene,11990
SERINC1,gene,11991
RPS28,gene,11992
YES1,gene,11993
B3GNT7,gene,11994
KLHL23,gene,11995
MEF2B,gene,11996
GMPR,gene,11997
AK1,gene,11998
NEK2,gene,11999
RBM20,gene,12000
FLT4,gene,12001
ST6GALNAC1,gene,12002
ZNF224,gene,12003
LINGO4,gene,12004
OR2AJ1,gene,12005
IGF2BP1,gene,12006
SOX12,gene,12007
COP1,gene,12008
CMPK2,gene,12009
TRAM1L1,gene,12010
H4C2,gene,12011
MAGEB5,gene,12012
GFPT1,gene,12013
CENPB,gene,12014
APOBEC3C,gene,12015
STRIP2,gene,12016
CDH3,gene,12017
NLRP11,gene,12018
CBARP,gene,12019
GPR55,gene,12020
CITED1,gene,12021
ASB7,gene,12022
EPHB2,gene,12023
PHACTR2,gene,12024
PRKCA,gene,12025
SIRT6,gene,12026
TRPV5,gene,12027
NDUFA4,gene,12028
SSU72,gene,12029
ZNF532,gene,12030
NLRP5,gene,12031
ZNF414,gene,12032
EMC8,gene,12033
C2orf68,gene,12034
SMIM3,gene,12035
LAMB1,gene,12036
MIOX,gene,12037
HHAT,gene,12038
MRPL40,gene,12039
DEGS1,gene,12040
CEP120,gene,12041
IDE,gene,12042
SNRNP27,gene,12043
UGT2B4,gene,12044
VKORC1,gene,12045
CFAP57,gene,12046
RMND5A,gene,12047
PSG5,gene,12048
ATP6V1E1,gene,12049
LCE1F,gene,12050
SPAG5,gene,12051
SLC38A9,gene,12052
HNRNPA1L2,gene,12053
ATPAF1,gene,12054
RALGDS,gene,12055
ADH5,gene,12056
COX4I2,gene,12057
DIS3,gene,12058
RNF225,gene,12059
SLC39A11,gene,12060
ZFYVE26,gene,12061
VWA2,gene,12062
MYBPC1,gene,12063
DKKL1,gene,12064
AGTR1,gene,12065
BLZF1,gene,12066
ENTREP3,gene,12067
PAEP,gene,12068
CT47C1,gene,12069
LAD1,gene,12070
PYGM,gene,12071
BLTP3B,gene,12072
ZBED3,gene,12073
CEACAM5,gene,12074
HK3,gene,12075
TIMM17B,gene,12076
TSR2,gene,12077
TP53INP2,gene,12078
CEACAM7,gene,12079
SLC27A1,gene,12080
DCTPP1,gene,12081
CYP7B1,gene,12082
UBE2N,gene,12083
FGF4,gene,12084
FBXO28,gene,12085
E2F7,gene,12086
VASN,gene,12087
GRIA2,gene,12088
SNORC,gene,12089
PSRC1,gene,12090
ZFP36L2,gene,12091
SCN1B,gene,12092
UGT2B11,gene,12093
CNOT6L,gene,12094
OR2A14,gene,12095
F7,gene,12096
SLC33A1,gene,12097
WDR59,gene,12098
RAB18,gene,12099
NLGN3,gene,12100
C8G,gene,12101
GNS,gene,12102
MYT1,gene,12103
MAIP1,gene,12104
MCM7,gene,12105
FHL5,gene,12106
TSC22D2,gene,12107
SPINT4,gene,12108
IGFL2,gene,12109
FKBP6,gene,12110
GPR180,gene,12111
STARD6,gene,12112
CKAP2L,gene,12113
SMR3A,gene,12114
STXBP3,gene,12115
KLF15,gene,12116
TPR,gene,12117
TSTD2,gene,12118
TEX13D,gene,12119
PKIG,gene,12120
EREG,gene,12121
ODAD2,gene,12122
OGFOD2,gene,12123
CARM1,gene,12124
ZFTA,gene,12125
CXCL13,gene,12126
RAPGEFL1,gene,12127
FNIP1,gene,12128
PLRG1,gene,12129
ZKSCAN2,gene,12130
CC2D2A,gene,12131
ANGPTL1,gene,12132
SYTL2,gene,12133
NOC2L,gene,12134
KRT17,gene,12135
KLF8,gene,12136
SMYD5,gene,12137
IGF2,gene,12138
TRPC1,gene,12139
HHLA2,gene,12140
CDK8,gene,12141
NLGN4X,gene,12142
NUDT16,gene,12143
LYSMD1,gene,12144
MRPS36,gene,12145
PNMA6A,gene,12146
ZNF140,gene,12147
CKLF,gene,12148
ITGA5,gene,12149
ZNF774,gene,12150
ELAVL1,gene,12151
NOB1,gene,12152
TRIM40,gene,12153
LYNX1,gene,12154
UCN3,gene,12155
ITGA11,gene,12156
XPA,gene,12157
ZNF729,gene,12158
HEXD,gene,12159
FRMD3,gene,12160
RPS11,gene,12161
PPP1R27,gene,12162
STXBP6,gene,12163
RAD23B,gene,12164
SDHD,gene,12165
CRYM,gene,12166
ARHGEF35,gene,12167
LIFR,gene,12168
NUBP2,gene,12169
CIR1,gene,12170
OR2T27,gene,12171
TSEN34,gene,12172
SLC5A4,gene,12173
FOXD3,gene,12174
KHK,gene,12175
LRRC14B,gene,12176
KRT80,gene,12177
METTL21C,gene,12178
PCDHA8,gene,12179
AKR1C1,gene,12180
CXCL12,gene,12181
TRNP1,gene,12182
KNL1,gene,12183
KRT15,gene,12184
HSPA1B,gene,12185
SLC6A17,gene,12186
CLCF1,gene,12187
ZNF155,gene,12188
C2orf80,gene,12189
DDR2,gene,12190
SPTBN2,gene,12191
OTOP2,gene,12192
PDE6C,gene,12193
INSRR,gene,12194
USH1C,gene,12195
WBP2,gene,12196
PSMA2,gene,12197
CRHR2,gene,12198
GAD1,gene,12199
E2F5,gene,12200
TNFRSF12A,gene,12201
SULT1B1,gene,12202
MYH2,gene,12203
SFR1,gene,12204
NINJ1,gene,12205
TSPAN7,gene,12206
SLC25A25,gene,12207
RNASE13,gene,12208
CDY1,gene,12209
BTF3,gene,12210
BMP6,gene,12211
UQCRHL,gene,12212
NIBAN2,gene,12213
PHLPP2,gene,12214
PIWIL3,gene,12215
HEPN1,gene,12216
OR1M1,gene,12217
TSPAN5,gene,12218
SFTPA1,gene,12219
BIVM-ERCC5,gene,12220
H3C15,gene,12221
ARX,gene,12222
NLRP8,gene,12223
SNX24,gene,12224
CXorf58,gene,12225
HDAC6,gene,12226
TMEM134,gene,12227
PPP2R2A,gene,12228
IGFL3,gene,12229
ZNF699,gene,12230
GAREM2,gene,12231
CROCC,gene,12232
NDUFA11,gene,12233
OBSL1,gene,12234
NMUR2,gene,12235
NPIPB2,gene,12236
BCL10,gene,12237
HYDIN,gene,12238
FGF11,gene,12239
PPT1,gene,12240
TECR,gene,12241
TAF9B,gene,12242
GPAT2,gene,12243
HERC5,gene,12244
TUBB6,gene,12245
AGR3,gene,12246
CEMIP2,gene,12247
OR51B6,gene,12248
SMIM10L1,gene,12249
KCNU1,gene,12250
FREM1,gene,12251
ZNF529,gene,12252
TMEM250,gene,12253
HDDC2,gene,12254
RPL14,gene,12255
SLC9B1,gene,12256
KCNMB1,gene,12257
THOC5,gene,12258
TEAD4,gene,12259
APOA2,gene,12260
C1GALT1C1,gene,12261
ASCL1,gene,12262
OR6K2,gene,12263
ERMP1,gene,12264
ARMH4,gene,12265
TAT,gene,12266
ACSBG2,gene,12267
VPS4A,gene,12268
DGKQ,gene,12269
DBF4,gene,12270
HSCB,gene,12271
ANOS1,gene,12272
PTDSS1,gene,12273
GPR84,gene,12274
UPK3A,gene,12275
TFCP2L1,gene,12276
OR8B8,gene,12277
CRYBA2,gene,12278
ITGA7,gene,12279
CEP128,gene,12280
GON4L,gene,12281
CNKSR1,gene,12282
SULT1C3,gene,12283
F8A1,gene,12284
SRGN,gene,12285
APLF,gene,12286
SPINK7,gene,12287
CYB5R3,gene,12288
OTOL1,gene,12289
SKP1,gene,12290
SAP130,gene,12291
